Recipe URL,Recipe Name,Prep Time,Cook Time,Ingredient List,Equipment List
https://www.loveandlemons.com/homemade-tortilla-chips/,Homemade Tortilla Chips,5 minutes,15 minutes,"High-heat cooking oil, such as avocado, canola, or vegetable oil12 stale corn tortillas, cut into 6 wedges eachSea salt",N/A
https://www.loveandlemons.com/banh-mi/,Banh Mi Sandwich,20 minutes,20 minutes,"1 (14-ounce) package extra firm tofu (see notes)Extra-virgin olive oil, for the pan4 baguette pieces, sliced in halfSpicy MayoA few sprigs of cilantro per sandwich",N/A
https://www.loveandlemons.com/banh-mi/,Banh Mi Sandwich,20 minutes,20 minutes,"1 (14-ounce) package extra firm tofu (see notes)Extra-virgin olive oil, for the pan4 baguette pieces, sliced in halfSpicy MayoA few sprigs of cilantro per sandwich",N/A
https://www.loveandlemons.com/spicy-mayo/,Spicy Mayo,5 minutes,N/A,½ cup mayonnaise2 tablespoons sriracha1 teaspoon fresh lime juice⅛ teaspoon toasted sesame oil,N/A
https://www.loveandlemons.com/quiche-recipe/,Spinach Quiche,30 minutes,N/A,"1 recipe Easy Pie Crust, chilled at least 2 hours, save remaining dough for another use*5 ounces fresh spinach**6 large eggs½ cup milk1 cup crumbled feta or goat cheese1 cup chopped green onions¼ teaspoon sea saltFreshly ground black pepper",Pie Dish (I like this glass dish because I can see if the crust is done on the bottom)
https://www.loveandlemons.com/quiche-recipe/,Spinach Quiche,30 minutes,N/A,"1 recipe Easy Pie Crust, chilled at least 2 hours, save remaining dough for another use*5 ounces fresh spinach**6 large eggs½ cup milk1 cup crumbled feta or goat cheese1 cup chopped green onions¼ teaspoon sea saltFreshly ground black pepper",Pie Dish (I like this glass dish because I can see if the crust is done on the bottom)
https://www.loveandlemons.com/green-salad-recipe/,Simple Green Salad,15 minutes,14 minutes,"2 small heads of soft lettuce, butter lettuce or similarLemon Vinaigrette, half recipe1 Persian cucumber, thinly sliced¼ cup shaved Parmesan cheese2 tablespoons pepitas1 avocado, thinly sliced¼ cup microgreensFlaky sea salt, optional",N/A
https://www.loveandlemons.com/burrito-bowl/,Burrito Bowl,30 minutes,N/A,"3 cups Cilantro Lime Rice, or cooked white or brown rice2 cups cooked black beans , or pinto beans1 recipe Tofu Sofritas1 recipe  Fajita Veggies, or fresh veggies like romaine lettuce, cherry tomatoes, and cornPico de Gallo, or Tomatillo Salsa, Homemade Salsa, or Corn SalsaGuacamoleSea salt and freshly ground black pepperLime wedges, for serving",N/A
https://www.loveandlemons.com/burrito-bowl/,Burrito Bowl,30 minutes,N/A,"3 cups Cilantro Lime Rice, or cooked white or brown rice2 cups cooked black beans , or pinto beans1 recipe Tofu Sofritas1 recipe  Fajita Veggies, or fresh veggies like romaine lettuce, cherry tomatoes, and cornPico de Gallo, or Tomatillo Salsa, Homemade Salsa, or Corn SalsaGuacamoleSea salt and freshly ground black pepperLime wedges, for serving",N/A
https://www.loveandlemons.com/black-beans-recipe/,How to Cook Black Beans,10 minutes,20 minutes,"2 cups dried black beans8 cups water, more as needed2 teaspoons cumin1 teaspoon extra-virgin olive oil2 teaspoons sea saltFreshly ground black pepper1 (3-inch) piece of kombu, rinsed, optional (see note)3 garlic cloves, grated",N/A
https://www.loveandlemons.com/sofritas/,Sofritas,20 minutes,40 minutes,"½ white onion, cut into 4 wedges2 red bell peppers, halved lengthwise, stems and seeds removed1 green bell pepper, halved lengthwise, stem and seeds removed1 roma tomato, halved lengthwise1 whole jalapeño pepper4 garlic cloves, unpeeled2 (14-ounce) blocks extra-firm tofu, patted dry and torn into large crumbles2 chipotle peppers plus 1 tablespoon adobo sauce from a can of chipotles in adobo1 tablespoon tomato paste1½ teaspoons chili powder1½ teaspoons ground cumin1 teaspoon sea salt, plus more for sprinkling2 tablespoons avocado oil, plus more for drizzling¼ cup water",Chipotles in Adobo
https://www.loveandlemons.com/black-bean-burger-recipe/,Best Black Bean Burger,10 minutes,12 minutes,"3 cups cooked black beans, drained and rinsed⅓ cup grated yellow onion*, (about 1/2 medium)2 garlic cloves, minced2 chipotle peppers from a can of chipotles in adobo, diced, plus 2 tablespoons adobo sauce1 tablespoon tamari1 tablespoon balsamic vinegar1 teaspoon cumin½ teaspoon sea salt½ teaspoon black pepper1 egg**1 cup panko bread crumbsExtra virgin olive oil, for brushingCooking spray, if grillingHamburger buns and desired fixings, for serving",N/A
https://www.loveandlemons.com/black-bean-burger-recipe/,Best Black Bean Burger,10 minutes,12 minutes,"3 cups cooked black beans, drained and rinsed⅓ cup grated yellow onion*, (about 1/2 medium)2 garlic cloves, minced2 chipotle peppers from a can of chipotles in adobo, diced, plus 2 tablespoons adobo sauce1 tablespoon tamari1 tablespoon balsamic vinegar1 teaspoon cumin½ teaspoon sea salt½ teaspoon black pepper1 egg**1 cup panko bread crumbsExtra virgin olive oil, for brushingCooking spray, if grillingHamburger buns and desired fixings, for serving",N/A
https://www.loveandlemons.com/guacamole-recipe/,Best Guacamole Recipe,10 minutes,N/A,"3 avocados, ripe¼ cup diced red onion¼ cup finely chopped fresh cilantroZest and juice of 2 limes1 small jalapeño pepper, diced½ teaspoon sea salt, plus more to taste½ teaspoon ground cumin, optionaloptional: 1 to 2 Roma tomatoes, seeded and diced",N/A
https://www.loveandlemons.com/chipotle-sauce/,Creamy Chipotle Sauce,5 minutes,N/A,"½ cup whole milk Greek yogurt, see vegan note*¼ cup mayonnaise, Sir Kensington’s is best here1 chipotle pepper from a can of chipotles in adobo sauce1 garlic clove, peeled1 teaspoon lime juice1 teaspoon extra-virgin olive oil1 teaspoon honey or maple syrupSea salt and freshly ground black pepper",N/A
https://www.loveandlemons.com/vegan-meatballs/,Vegan Meatballs,30 minutes,45 minutes,"16 ounces mixed cremini and shiitake mushrooms, stemmed and sliced1 cup walnuts½ cup coarsely chopped yellow onion2 garlic cloves, grated½ teaspoon sea salt, plus more for sprinkling½ teaspoon freshly ground black pepper, plus more for sprinkling½ teaspoon fennel seeds, toasted½ teaspoon ground cumin½ teaspoon smoked paprika¼ teaspoon ground sage1½ cups cooked black beans, drained and rinsed¼ cup whole rolled oats1 tablespoon extra-virgin olive oil, plus more for drizzling1 tablespoon tomato paste1 tablespoon ground flaxseed1 tablespoon tamari1 tablespoon balsamic vinegar¾ cup panko bread crumbsAvocado oil, for the panMarinara sauce, for serving (for store bought, we love Rao's)",N/A
https://www.loveandlemons.com/vegan-meatballs/,Vegan Meatballs,30 minutes,45 minutes,"16 ounces mixed cremini and shiitake mushrooms, stemmed and sliced1 cup walnuts½ cup coarsely chopped yellow onion2 garlic cloves, grated½ teaspoon sea salt, plus more for sprinkling½ teaspoon freshly ground black pepper, plus more for sprinkling½ teaspoon fennel seeds, toasted½ teaspoon ground cumin½ teaspoon smoked paprika¼ teaspoon ground sage1½ cups cooked black beans, drained and rinsed¼ cup whole rolled oats1 tablespoon extra-virgin olive oil, plus more for drizzling1 tablespoon tomato paste1 tablespoon ground flaxseed1 tablespoon tamari1 tablespoon balsamic vinegar¾ cup panko bread crumbsAvocado oil, for the panMarinara sauce, for serving (for store bought, we love Rao's)",N/A
https://www.loveandlemons.com/fresh-tomato-sauce/,Fresh Tomato Sauce,20 minutes,33 minutes,"3 pounds medium on-the-vine tomatoes2 tablespoons extra-virgin olive oil⅓ cup finely minced shallot2 large garlic cloves, finely minced½ teaspoon sea saltFreshly ground black pepper1 tablespoon tomato paste2 teaspoons balsamic vinegar¼ teaspoon cane sugar¼ teaspoon dried oregano¼ teaspoon red pepper flakes1 sprig  fresh basil",N/A
https://www.loveandlemons.com/stuffed-acorn-squash/,Stuffed Acorn Squash,20 minutes,40 minutes,"2 acorn squash, halved1 (8-ounce) package tempeh1 tablespoon extra-virgin olive oil, more for drizzling½ yellow onion, chopped8 ounces cremini mushrooms, diced3 garlic cloves, minced⅓ cup coarsely chopped walnuts1 tablespoon tamari1 tablespoon apple cider vinegar½ tablespoon chopped rosemary¼ cup chopped sage⅓ cup dried cranberriesParsley and a few pomegranate arils, for garnishSea salt and freshly ground black pepper",N/A
https://www.loveandlemons.com/stuffed-acorn-squash/,Stuffed Acorn Squash,20 minutes,40 minutes,"2 acorn squash, halved1 (8-ounce) package tempeh1 tablespoon extra-virgin olive oil, more for drizzling½ yellow onion, chopped8 ounces cremini mushrooms, diced3 garlic cloves, minced⅓ cup coarsely chopped walnuts1 tablespoon tamari1 tablespoon apple cider vinegar½ tablespoon chopped rosemary¼ cup chopped sage⅓ cup dried cranberriesParsley and a few pomegranate arils, for garnishSea salt and freshly ground black pepper",N/A
https://www.loveandlemons.com/tempeh/,Marinated Baked Tempeh,30 minutes,30 minutes,1 (8-ounce) package tempeh¼ cup tamari2 tablespoon rice vinegar2 tablespoons maple syrup1 tablespoon extra-virgin olive oil1 teaspoon srirachaFreshly ground black pepper,N/A
https://www.loveandlemons.com/sesame-tofu-recipe/,Crispy Sesame Tofu,10 minutes,30 minutes,"7 ounces extra-firm tofu, drained and cut into 4 (1/2-inch thick) slices2 tablespoons soy sauce or tamari1 teaspoon toasted sesame oil1 teaspoon rice vinegar1 teaspoon light brown sugar1 garlic clove, grated1/2 teaspoon grated fresh ginger1/3 cup white and black sesame seeds1 eggolive oil spray",N/A
https://www.loveandlemons.com/sesame-tofu-recipe/,Crispy Sesame Tofu,10 minutes,30 minutes,"7 ounces extra-firm tofu, drained and cut into 4 (1/2-inch thick) slices2 tablespoons soy sauce or tamari1 teaspoon toasted sesame oil1 teaspoon rice vinegar1 teaspoon light brown sugar1 garlic clove, grated1/2 teaspoon grated fresh ginger1/3 cup white and black sesame seeds1 eggolive oil spray",N/A
https://www.loveandlemons.com/cilantro-lime-rice/,Cilantro Lime Rice,5 minutes,20 minutes,"1 cup long-grain jasmine rice, rinsed well and drained1½ cups water3 teaspoons extra-virgin olive oil, divided1 small garlic clove, finely minced2 scallions, finely chopped1 teaspoon lime zest¼ to ½ teaspoon sea salt1½ tablespoons fresh lime juice½ cup finely chopped fresh cilantroPinch of red pepper flakes or ¼ diced jalapeño, optional",N/A
https://www.loveandlemons.com/spicy-mayo/,Spicy Mayo,5 minutes,N/A,½ cup mayonnaise2 tablespoons sriracha1 teaspoon fresh lime juice⅛ teaspoon toasted sesame oil,N/A
https://www.loveandlemons.com/stuffed-shells-recipe/,Stuffed Shells,20 minutes,30 minutes,"18 to 20 jumbo pasta shellsExtra-virgin olive oil, for drizzling5 ounces spinach2 cups (16 ounces) ricotta cheese1/4 cup grated pecorino cheese, more for sprinkling2 garlic cloves, grated1 teaspoon oregano1 teaspoon lemon zest1/4 teaspoon red pepper flakes3/4 teaspoon sea salt, more for the pasta waterfreshly ground black pepper2 cups Marinara Sauce*, plus more for servingchopped parsley, for serving",N/A
https://www.loveandlemons.com/stuffed-shells-recipe/,Stuffed Shells,20 minutes,30 minutes,"18 to 20 jumbo pasta shellsExtra-virgin olive oil, for drizzling5 ounces spinach2 cups (16 ounces) ricotta cheese1/4 cup grated pecorino cheese, more for sprinkling2 garlic cloves, grated1 teaspoon oregano1 teaspoon lemon zest1/4 teaspoon red pepper flakes3/4 teaspoon sea salt, more for the pasta waterfreshly ground black pepper2 cups Marinara Sauce*, plus more for servingchopped parsley, for serving",N/A
https://www.loveandlemons.com/marinara-sauce/,Marinara Sauce,10 minutes,30 minutes,"2 tablespoons extra-virgin olive oil⅓ cup finely minced shallot2 large garlic cloves, finely minced½ teaspoon sea saltFreshly ground black pepper1 (28-ounce) can crushed tomatoes2 teaspoons balsamic vinegar¼ teaspoon cane sugar¼ teaspoon dried oregano¼ teaspoon red pepper flakes",N/A
https://www.loveandlemons.com/garlic-bread/,Garlic Bread,10 minutes,10 minutes,"1 (15-ounce) loaf French bread, or Italian bread or baguetteGarlic Butter2 tablespoons grated Parmesan cheeseFlaky sea saltChopped fresh parsley or chives, for garnishRed pepper flakes, optional",N/A
https://www.loveandlemons.com/enchiladas-recipe/,Cheese Enchiladas,15 minutes,35 minutes,"1½ cups Enchilada Sauce8 corn tortillas1¼ cups shredded sharp cheddar cheese1¼ cups shredded Monterey Jack cheese8 ounces Oaxaca cheese, torn1 cup cooked black beans, drained and rinsed5 ounces steamed and chopped spinach*1 jalapeño pepper, thinly sliced½ cup chopped fresh cilantro½ avocado, diced½ lime, for squeezing",N/A
https://www.loveandlemons.com/enchiladas-recipe/,Cheese Enchiladas,15 minutes,35 minutes,"1½ cups Enchilada Sauce8 corn tortillas1¼ cups shredded sharp cheddar cheese1¼ cups shredded Monterey Jack cheese8 ounces Oaxaca cheese, torn1 cup cooked black beans, drained and rinsed5 ounces steamed and chopped spinach*1 jalapeño pepper, thinly sliced½ cup chopped fresh cilantro½ avocado, diced½ lime, for squeezing",N/A
https://www.loveandlemons.com/red-enchilada-sauce/,Enchilada Sauce,5 minutes,15 minutes,"3 tablespoons avocado oil3 tablespoons all-purpose flour2 to 3 tablespoons chili powder, to taste½ teaspoon ground cumin½ teaspoon garlic powder½ teaspoon sea salt¼ teaspoon dried oregano1 (8-ounce) can tomato sauce1½ cups vegetable broth",N/A
https://www.loveandlemons.com/fettuccine-alfredo-recipe/,Fettuccine Alfredo,20 minutes,10 minutes,"12 ounces cauliflower florets, (1 small cauliflower)½ cup grated Parmesan cheese, more for serving¼ cup extra-virgin olive oil2 garlic cloves½ teaspoon Dijon mustard3 tablespoons unsalted butter2 tablespoons fresh lemon juice1 teaspoon sea saltFreshly ground black pepper16 ounces fettuccine pasta1 to 1½ cups reserved pasta cooking waterChopped fresh parsley",N/A
https://www.loveandlemons.com/fettuccine-alfredo-recipe/,Fettuccine Alfredo,20 minutes,10 minutes,"12 ounces cauliflower florets, (1 small cauliflower)½ cup grated Parmesan cheese, more for serving¼ cup extra-virgin olive oil2 garlic cloves½ teaspoon Dijon mustard3 tablespoons unsalted butter2 tablespoons fresh lemon juice1 teaspoon sea saltFreshly ground black pepper16 ounces fettuccine pasta1 to 1½ cups reserved pasta cooking waterChopped fresh parsley",N/A
https://www.loveandlemons.com/curry-recipe/,Easy Coconut Curry,15 minutes,35 minutes,"1 tablespoon coconut oil1 cup chopped yellow onion2 garlic cloves, minced½ teaspoon grated fresh ginger½ teaspoon cumin¼ teaspoon coriander¼ teaspoon turmeric¼ teaspoon cardamom1 teaspoon sea salt2 cups cubed butternut squash3 red Thai chiles, or 1 serrano, or ½ jalapeño, thinly sliced2 cups cauliflower florets1 can full-fat coconut milk1 tablespoon fresh lemon juice1 tablespoon fresh lime juice, plus lime wedges for serving4 cups fresh spinach½ cup fresh or frozen peasFreshly ground black pepper",N/A
https://www.loveandlemons.com/curry-recipe/,Easy Coconut Curry,15 minutes,35 minutes,"1 tablespoon coconut oil1 cup chopped yellow onion2 garlic cloves, minced½ teaspoon grated fresh ginger½ teaspoon cumin¼ teaspoon coriander¼ teaspoon turmeric¼ teaspoon cardamom1 teaspoon sea salt2 cups cubed butternut squash3 red Thai chiles, or 1 serrano, or ½ jalapeño, thinly sliced2 cups cauliflower florets1 can full-fat coconut milk1 tablespoon fresh lemon juice1 tablespoon fresh lime juice, plus lime wedges for serving4 cups fresh spinach½ cup fresh or frozen peasFreshly ground black pepper",N/A
https://www.loveandlemons.com/mac-and-cheese/,Homemade Mac and Cheese,15 minutes,45 minutes,"2 cups coarse bread crumbs2 tablespoons extra-virgin olive oil, plus more for drizzling¼ cup grated pecorino cheese1 pound elbow macaroni noodles4 tablespoons unsalted butter, plus more for the pan¼ cup all-purpose flour4 cups whole milk1 garlic clove, grated1 teaspoon Dijon mustard½ teaspoon smoked paprika½ teaspoon sea salt10 ounces sharp cheddar cheese, grated (about 4 cups)10 ounces Gruyère cheese, grated (about 4 cups)Freshly ground black pepper",N/A
https://www.loveandlemons.com/mac-and-cheese/,Homemade Mac and Cheese,15 minutes,45 minutes,"2 cups coarse bread crumbs2 tablespoons extra-virgin olive oil, plus more for drizzling¼ cup grated pecorino cheese1 pound elbow macaroni noodles4 tablespoons unsalted butter, plus more for the pan¼ cup all-purpose flour4 cups whole milk1 garlic clove, grated1 teaspoon Dijon mustard½ teaspoon smoked paprika½ teaspoon sea salt10 ounces sharp cheddar cheese, grated (about 4 cups)10 ounces Gruyère cheese, grated (about 4 cups)Freshly ground black pepper",N/A
https://www.loveandlemons.com/mushroom-risotto/,Mushroom Risotto,15 minutes,30 minutes,"4 tablespoons extra-virgin olive oil1½ pounds mixed mushrooms, chopped¾ teaspoon sea salt, plus more to tasteFreshly ground black pepper1 medium yellow onion, chopped2 garlic cloves, finely chopped1 tablespoon fresh thyme leaves1½ cups uncooked Arborio rice, rinsed⅔ cup dry white wine5 cups warmed vegetable broth½ cup grated pecorino or Parmesan cheese*, plus more for servingChopped fresh parsley, for garnish",N/A
https://www.loveandlemons.com/mushroom-risotto/,Mushroom Risotto,15 minutes,30 minutes,"4 tablespoons extra-virgin olive oil1½ pounds mixed mushrooms, chopped¾ teaspoon sea salt, plus more to tasteFreshly ground black pepper1 medium yellow onion, chopped2 garlic cloves, finely chopped1 tablespoon fresh thyme leaves1½ cups uncooked Arborio rice, rinsed⅔ cup dry white wine5 cups warmed vegetable broth½ cup grated pecorino or Parmesan cheese*, plus more for servingChopped fresh parsley, for garnish",N/A
https://www.loveandlemons.com/baked-ziti/,Easy Baked Ziti,15 minutes,30 minutes,"4 cups (32 ounces) marinara sauce2 cups (16 ounces) ricotta cheese2 garlic cloves, minced1 tablespoon lemon zest1 teaspoon oregano¼ teaspoon red pepper flakes¾ teaspoon sea salt, more for the pasta waterFreshly ground black pepper1 pound ziti pastaExtra-virgin olive oil, for drizzling1 pound fresh spinach1½ cups grated smoked mozzarella cheese¼ cup grated pecorino or Parmesan cheeseChopped fresh parsley and/or torn basil leaves, for garnish",N/A
https://www.loveandlemons.com/baked-ziti/,Easy Baked Ziti,15 minutes,30 minutes,"4 cups (32 ounces) marinara sauce2 cups (16 ounces) ricotta cheese2 garlic cloves, minced1 tablespoon lemon zest1 teaspoon oregano¼ teaspoon red pepper flakes¾ teaspoon sea salt, more for the pasta waterFreshly ground black pepper1 pound ziti pastaExtra-virgin olive oil, for drizzling1 pound fresh spinach1½ cups grated smoked mozzarella cheese¼ cup grated pecorino or Parmesan cheeseChopped fresh parsley and/or torn basil leaves, for garnish",N/A
https://www.loveandlemons.com/vegetarian-pizza/,Vegetarian Pizza,15 minutes,10 minutes,"1 pound pizza doughCornmeal, for the baking sheet1 cup shredded low-moisture part-skim mozzarella cheese½ cup shredded Asiago cheese½ cup shredded pecorino cheese, use the large holes of a box grater⅔ cup pizza sauce½ small red onion, thinly sliced2 jarred roasted red peppers, drained, patted dry, and thinly sliced1 (14-ounce) can artichoke hearts, drained, patted dry, and quartered or coarsely chopped1 jalapeño pepper, thinly sliced, optionalExtra-virgin olive oil, for drizzlingRed pepper flakes, optionalFresh basil leaves",N/A
https://www.loveandlemons.com/vegetarian-pizza/,Vegetarian Pizza,15 minutes,10 minutes,"1 pound pizza doughCornmeal, for the baking sheet1 cup shredded low-moisture part-skim mozzarella cheese½ cup shredded Asiago cheese½ cup shredded pecorino cheese, use the large holes of a box grater⅔ cup pizza sauce½ small red onion, thinly sliced2 jarred roasted red peppers, drained, patted dry, and thinly sliced1 (14-ounce) can artichoke hearts, drained, patted dry, and quartered or coarsely chopped1 jalapeño pepper, thinly sliced, optionalExtra-virgin olive oil, for drizzlingRed pepper flakes, optionalFresh basil leaves",N/A
https://www.loveandlemons.com/roasted-red-peppers/,Roasted Red Peppers,10 minutes,10 minutes,Red bell peppersExtra-virgin olive oilSea salt,N/A
https://www.loveandlemons.com/no-knead-bread-recipe/,No-Knead Bread,N/A,45 minutes,3 cups bread flour1/4 teaspoon active dry yeast1 1/2 teaspoons sea salt1 tablespoon diced lemon peel1 tablespoon minced rosemary1 1/2 cups water1/4 to 1/3 cup Cornmeal,N/A
https://www.loveandlemons.com/grilled-cheese/,Grilled Cheese,N/A,N/A,"2 slices sourdough breadMayonnaiseDijon mustard1 to 2 ounces grated sharp cheddar cheese, depending on the size of your bread1 to 2 ounces grated Gruyère or raclette cheese, depending on the size of your breadButter, for the pan",N/A
https://www.loveandlemons.com/minestrone-soup/,Minestrone Soup,15 minutes,30 minutes,"2 tablespoons extra-virgin olive oil1 medium yellow onion, diced2 medium carrots, chopped2 celery ribs, thinly sliced1 teaspoon sea salt, plus more to tasteFreshly ground black pepper3 garlic cloves, grated1 (28-ounce) can diced tomatoes1½ cups cooked white beans or kidney beans, drained and rinsed1 cup chopped green beans4 cups vegetable broth2 bay leaves1 teaspoon dried oregano1 teaspoon dried thyme¾ cup small pasta, elbows, shells, orecchiette½ cup chopped fresh parsleyRed pepper flakesGrated Parmesan cheese, optional, for serving",Staub Dutch Oven
https://www.loveandlemons.com/minestrone-soup/,Minestrone Soup,15 minutes,30 minutes,"2 tablespoons extra-virgin olive oil1 medium yellow onion, diced2 medium carrots, chopped2 celery ribs, thinly sliced1 teaspoon sea salt, plus more to tasteFreshly ground black pepper3 garlic cloves, grated1 (28-ounce) can diced tomatoes1½ cups cooked white beans or kidney beans, drained and rinsed1 cup chopped green beans4 cups vegetable broth2 bay leaves1 teaspoon dried oregano1 teaspoon dried thyme¾ cup small pasta, elbows, shells, orecchiette½ cup chopped fresh parsleyRed pepper flakesGrated Parmesan cheese, optional, for serving",Staub Dutch Oven
https://www.loveandlemons.com/butternut-squash-soup/,Butternut Squash Soup,10 minutes,35 minutes,"2 tablespoons extra-virgin olive oil1 large  yellow onion, chopped½ teaspoon sea salt1 (3-pound) butternut squash, peeled, seeded, and cubed3 garlic cloves, chopped1 tablespoon chopped fresh sage½ tablespoon minced fresh rosemary1 teaspoon grated fresh ginger3 to 4 cups vegetable brothFreshly ground black pepper",5.5-Quart Dutch Oven (I personally use the Staub Cocotte)Blender (I've used my trusty Vitamix for years)
https://www.loveandlemons.com/butternut-squash-soup/,Butternut Squash Soup,10 minutes,35 minutes,"2 tablespoons extra-virgin olive oil1 large  yellow onion, chopped½ teaspoon sea salt1 (3-pound) butternut squash, peeled, seeded, and cubed3 garlic cloves, chopped1 tablespoon chopped fresh sage½ tablespoon minced fresh rosemary1 teaspoon grated fresh ginger3 to 4 cups vegetable brothFreshly ground black pepper",5.5-Quart Dutch Oven (I personally use the Staub Cocotte)Blender (I've used my trusty Vitamix for years)
https://www.loveandlemons.com/cabbage-soup/,Cabbage Soup,15 minutes,35 minutes,"2 tablespoons extra-virgin olive oil2 carrots, chopped1 medium yellow onion, diced1 celery rib, diced2 tablespoons white wine vinegar2 (14.5-ounce) cans fire roasted diced tomatoes4 cups vegetable broth1 (15.5-ounce) can cooked white beans, drained and rinsed4 garlic cloves, grated2 Yukon gold potatoes, diced1 small green cabbage, about 1 pound (9 cups chopped)1 teaspoon dried thyme¾ teaspoon sea saltFreshly ground black pepperFresh parsley, for garnish",N/A
https://www.loveandlemons.com/cabbage-soup/,Cabbage Soup,15 minutes,35 minutes,"2 tablespoons extra-virgin olive oil2 carrots, chopped1 medium yellow onion, diced1 celery rib, diced2 tablespoons white wine vinegar2 (14.5-ounce) cans fire roasted diced tomatoes4 cups vegetable broth1 (15.5-ounce) can cooked white beans, drained and rinsed4 garlic cloves, grated2 Yukon gold potatoes, diced1 small green cabbage, about 1 pound (9 cups chopped)1 teaspoon dried thyme¾ teaspoon sea saltFreshly ground black pepperFresh parsley, for garnish",N/A
https://www.loveandlemons.com/broccoli-cheddar-soup/,Broccoli Cheddar Soup,10 minutes,25 minutes,"4 tablespoons unsalted butter1 medium yellow onion, chopped½ teaspoon sea saltFreshly ground black pepper3 garlic cloves, chopped¼ cup all-purpose flour2 cups whole milk or unsweetened almond milk2 cups vegetable broth3 cups chopped broccoli florets1 large carrot, julienned or finely chopped½ teaspoon Dijon mustard8 ounces shredded cheddar cheese, about 2 heaping cupsHomemade croutons, for serving, optional",N/A
https://www.loveandlemons.com/broccoli-cheddar-soup/,Broccoli Cheddar Soup,10 minutes,25 minutes,"4 tablespoons unsalted butter1 medium yellow onion, chopped½ teaspoon sea saltFreshly ground black pepper3 garlic cloves, chopped¼ cup all-purpose flour2 cups whole milk or unsweetened almond milk2 cups vegetable broth3 cups chopped broccoli florets1 large carrot, julienned or finely chopped½ teaspoon Dijon mustard8 ounces shredded cheddar cheese, about 2 heaping cupsHomemade croutons, for serving, optional",N/A
https://www.loveandlemons.com/homemade-croutons/,Homemade Croutons,10 minutes,15 minutes,"¼ cup extra-virgin olive oil2 garlic cloves, smashed or halved8 thick slices country bread, about 4 cups cubedSea saltDried parsley or desired seasonings",N/A
https://www.loveandlemons.com/tomato-soup-recipe/,Tomato Soup,15 minutes,30 minutes,"2 tablespoons extra-virgin olive oil, plus more for drizzling2 tablespoons unsalted butter, or an additional 2 tablespoons olive oil2 medium yellow onions, chopped2 medium carrots, chopped6 garlic cloves, chopped2 tablespoons balsamic vinegar2 (28-ounce) cans diced tomatoes3 cups water or vegetable broth1⅓ cups full-fat coconut milk or heavy cream, plus more for drizzling1 teaspoon dried thyme½ teaspoon red pepper flakes1 teaspoon sea salt, plus more to tasteFreshly ground black pepperFresh basil leaves, for garnish",N/A
https://www.loveandlemons.com/tomato-soup-recipe/,Tomato Soup,15 minutes,30 minutes,"2 tablespoons extra-virgin olive oil, plus more for drizzling2 tablespoons unsalted butter, or an additional 2 tablespoons olive oil2 medium yellow onions, chopped2 medium carrots, chopped6 garlic cloves, chopped2 tablespoons balsamic vinegar2 (28-ounce) cans diced tomatoes3 cups water or vegetable broth1⅓ cups full-fat coconut milk or heavy cream, plus more for drizzling1 teaspoon dried thyme½ teaspoon red pepper flakes1 teaspoon sea salt, plus more to tasteFreshly ground black pepperFresh basil leaves, for garnish",N/A
https://www.loveandlemons.com/instant-pot-lentil-soup/,Instant Pot Lentil Soup,15 minutes,45 minutes,"2 tablespoons extra-virgin olive oil1 medium yellow onion, chopped,2 celery stalks, chopped2 cups chopped carrots, about 4 medium6 kale leaves, stems finely diced, leaves chopped4 garlic cloves, grated1 (14-ounce)  can diced fire-roasted tomatoes¾ cup uncooked green lentils2 tablespoons white wine vinegar12 fresh thyme sprigs, bundled1½ teaspoons sea saltHeaping ½ teaspoon ground cuminFreshly ground black pepper6 cups vegetable brothRed pepper flakes½ cup chopped fresh parsley, for garnishGrated Parmesan, for serving, optionalCrusty bread, for serving",Instant Pot Duo Plus
https://www.loveandlemons.com/instant-pot-lentil-soup/,Instant Pot Lentil Soup,15 minutes,45 minutes,"2 tablespoons extra-virgin olive oil1 medium yellow onion, chopped,2 celery stalks, chopped2 cups chopped carrots, about 4 medium6 kale leaves, stems finely diced, leaves chopped4 garlic cloves, grated1 (14-ounce)  can diced fire-roasted tomatoes¾ cup uncooked green lentils2 tablespoons white wine vinegar12 fresh thyme sprigs, bundled1½ teaspoons sea saltHeaping ½ teaspoon ground cuminFreshly ground black pepper6 cups vegetable brothRed pepper flakes½ cup chopped fresh parsley, for garnishGrated Parmesan, for serving, optionalCrusty bread, for serving",Instant Pot Duo Plus
https://www.loveandlemons.com/baked-feta/,Baked Feta,5 minutes,15 minutes,"2 tablespoons extra-virgin olive oil, more for drizzling1 teaspoon cumin seeds1 bunch lacinato kale, stems removed and torn into bite sized pieces2 cups tomato sauce,  or Marinara Sauce1 1/2 cups cooked chickpeas, drained and rinsed1 tablespoon fresh lemon juice, plus wedges for serving1 12-ounce block of feta, cut into 1/2-inch planksfreshly ground black pepperpinch of red pepper flakeswarm pita or baguette, for serving",N/A
